gene_id,NEUTRAL,SELECTED
FBgn0086917,0.01617960671762056,0.012073042543811063
FBgn0032449,0.025218490493367274,0.019446091657501875
FBgn0028704,0.015980920536394248,0.006056531759307073
FBgn0034923,0.0232207859450173,0.011892474186251095
FBgn0267487,0.020964568717012893,0.009972448028272119
FBgn0001978,0.01012449450123136,0.006884472208700898
FBgn0032415,0.032788191900258105,0.02482303857939895
FBgn0039609,0.012994477494821972,0.008981877458825713
FBgn0031896,0.03707470070905502,0.018087173724733535
FBgn0037993,0.01990766651150929,0.008980523910028435
FBgn0026415,0.03343332636631512,0.0170598214612774
FBgn0040508,0.007974438464323904,0.00512399583657588
FBgn0030613,0.005846951674744831,0.0027291513472202746
FBgn0035754,0.026363366932689293,0.02163000419493926
FBgn0016672,0.030715645576432728,0.01459193615611733
FBgn0031632,0.024199289081179957,0.01723533442180391
FBgn0039811,0.0408851064559939,inf
FBgn0030675,0.03655176677560623,0.017436796503230677
FBgn0032407,0.04091672753468699,0.021978465709198525
FBgn0050056,0.08744113029827316,0.049816326530612236
FBgn0265262,0.02054896074527176,0.009194443754368412
FBgn0024994,0.04255553232284616,0.016832655050566678
FBgn0267350,0.005260980199220293,0.0036390588730538355
FBgn0039378,0.021054399140478224,0.02082915156650919
FBgn0038168,0.009890284759871667,0.007054360591005962
FBgn0003459,0.011635409909045468,0.004751969705526498
FBgn0261278,0.01788625781930734,0.009929909679237821
FBgn0031737,0.045167000195943954,0.02299770879059238
FBgn0037710,0.025238180274896986,0.017185398857109974
FBgn0037896,0.017003774300600138,0.010644028896392693
FBgn0034152,inf,0.05234920634920637
FBgn0267413,0.033209139998987884,0.035272011938678606
FBgn0037227,0.05708865192478246,0.025692830702444068
FBgn0267398,0.04530026860478226,0.01794325289517283
FBgn0085198,0.047746269489057955,0.06912396694214877
FBgn0061356,0.03315530391007134,0.012895005112696836
FBgn0042118,inf,0.05131467321851937
FBgn0266450,0.016677018064124364,0.0069426211369596705
FBgn0038078,inf,0.024638133030990172
FBgn0052091,0.01524285378467081,0.009992679995330886
FBgn0053970,0.014832764927868343,0.006639600872466648
FBgn0030030,0.02645891795907019,0.018678676751806296
FBgn0085362,0.04139249286954365,0.052311846763746214
FBgn0038063,0.02270351544906041,0.012703698297416003
FBgn0045469,0.024167691911834467,0.02144999081090431
FBgn0036422,inf,0.014251696523734819
FBgn0039508,0.008595506761631757,0.006211399032818681
FBgn0260799,0.016598538306852404,0.00900245306785121
FBgn0086855,0.013702587162956624,0.009793504675535022
FBgn0013813,0.0018233817113107263,0.0011538969583798082
FBgn0025742,0.019054348423869757,0.00975674623366184
FBgn0014464,0.03278843276110814,0.02312290442048194
FBgn0000352,0.010589527758571853,0.004308780951701238
